"id_attempts","word_sent","position_array","right_letters_in_wrong_positions","score","id_game","try_datetime_Arr[0]","try_datetime_Arr[1]"
392,"numismaticos","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b8f91251332fdf164c37","2022-07-18","01:35:55.476579"
393,"reproductivas","[False, True, False, False, False, False, False, False, False, False, False, False, True]","r_r_o_d_a",0.38461538461538464,"62d4b8fd1251332fdf164c3b","2022-07-18","01:35:58.116573"
394,"desarrollados","[True, True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b8fd1251332fdf164c3b","2022-07-18","01:35:59.178818"
395,"cultivos","[True, False, False, False, True, False, False, False]","l_v",0.25,"62d4b9001251332fdf164c3f","2022-07-18","01:36:01.821015"
396,"cervical","[True, True, True, True, True, True, True, True]","",1,"62d4b9001251332fdf164c3f","2022-07-18","01:36:02.781391"
397,"macedonia","[False, False, False, False, False, False, False, False, False]","a_e_i",0.3333333333333333,"62d4b9041251332fdf164c43","2022-07-18","01:36:05.816371"
398,"equipajes","[True, True, True, True, False, True, False, True, False]","",0.6666666666666666,"62d4b9041251332fdf164c43","2022-07-18","01:36:06.781334"
399,"equivaler","[True, True, True, True, True, True, True, True, True]","",1,"62d4b9041251332fdf164c43","2022-07-18","01:36:07.722358"
400,"cambio","[False, True, False, False, False, False]","i",0.3333333333333333,"62d4b9091251332fdf164c48","2022-07-18","01:36:10.461225"
401,"hauser","[False, True, False, False, False, False]","r",0.3333333333333333,"62d4b9091251332fdf164c48","2022-07-18","01:36:11.396509"
402,"varian","[True, True, True, True, True, True]","",1,"62d4b9091251332fdf164c48","2022-07-18","01:36:12.279093"
403,"punto","[False, False, True, False, False]","",0.2,"62d4b90e1251332fdf164c4d","2022-07-18","01:36:14.969395"
404,"rinde","[False, True, True, False, False]","e",0.6,"62d4b90e1251332fdf164c4d","2022-07-18","01:36:15.997058"
405,"final","[False, True, True, False, False]","l",0.4,"62d4b90e1251332fdf164c4d","2022-07-18","01:36:16.841443"
406,"lines","[True, True, True, True, True]","",1,"62d4b90e1251332fdf164c4d","2022-07-18","01:36:17.704954"
407,"ciertas","[False, False, False, False, False, False, False]","i_a",0.14285714285714285,"62d4b9131251332fdf164c53","2022-07-18","01:36:20.602214"
408,"almidon","[False, False, False, False, False, False, False]","a_m_i_o_n",0.42857142857142855,"62d4b9131251332fdf164c53","2022-07-18","01:36:21.596416"
409,"imponga","[False, False, False, False, False, False, False]","i_m_o_n_a",0.42857142857142855,"62d4b9131251332fdf164c53","2022-07-18","01:36:22.459113"
410,"qazwini","[False, True, False, False, False, True, True]","z",0.5714285714285714,"62d4b9131251332fdf164c53","2022-07-18","01:36:23.299014"
411,"manzoni","[True, True, True, True, True, True, True]","",1,"62d4b9131251332fdf164c53","2022-07-18","01:36:24.179169"
412,"computadores","[False, False, False, False, False, False, False, False, False, False, False, False]","m_t_a_r_e",0.4166666666666667,"62d4b91a1251332fdf164c5a","2022-07-18","01:36:26.902254"
413,"fertilizante","[False, False, False, False, False, False, False, False, False, True, True, True]","e_r_t_i_l_i_a",0.5833333333333334,"62d4b91a1251332fdf164c5a","2022-07-18","01:36:27.939700"
414,"militarmente","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b91a1251332fdf164c5a","2022-07-18","01:36:28.896875"
415,"cultivados","[False, False, False, False, True, False, True, False, True, False]","t",0.4,"62d4b91e1251332fdf164c5f","2022-07-18","01:36:31.738825"
416,"terminaron","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b91e1251332fdf164c5f","2022-07-18","01:36:32.819002"
417,"ciertas","[False, False, False, False, False, False, False]","i_e_r_t_a",0.42857142857142855,"62d4b9221251332fdf164c63","2022-07-18","01:36:35.559022"
418,"tambien","[True, False, False, False, True, False, False]","a_m_e_n",0.42857142857142855,"62d4b9221251332fdf164c63","2022-07-18","01:36:36.478700"
419,"termino","[True, True, True, True, True, True, False]","",0.8571428571428571,"62d4b9221251332fdf164c63","2022-07-18","01:36:37.359007"
420,"termina","[True, True, True, True, True, True, True]","",1,"62d4b9221251332fdf164c63","2022-07-18","01:36:38.259258"
421,"cambio","[False, False, False, False, False, False]","a_o",0.16666666666666666,"62d4b9281251332fdf164c69","2022-07-18","01:36:41.101634"
422,"vuelos","[False, False, False, False, False, False]","e_o",0.16666666666666666,"62d4b9281251332fdf164c69","2022-07-18","01:36:42.019122"
423,"rodaje","[True, True, True, True, True, True]","",1,"62d4b9281251332fdf164c69","2022-07-18","01:36:42.919478"
424,"computadores","[False, False, False, False, False, False, False, False, True, False, False, True]","o_m_t_a_r_e",0.5,"62d4b92c1251332fdf164c6e","2022-07-18","01:36:45.703947"
425,"metamorfosis","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b92c1251332fdf164c6e","2022-07-18","01:36:46.744087"
426,"migraciones","[False, False, False, False, False, False, False, False, False, True, True]","i_r_a_o_n",0.36363636363636365,"62d4b9301251332fdf164c72","2022-07-18","01:36:49.796499"
427,"judaizantes","[False, False, False, False, False, False, False, False, False, True, True]","d_a_i_n",0.36363636363636365,"62d4b9301251332fdf164c72","2022-07-18","01:36:50.784019"
428,"flavonoides","[False, False, False, False, False, False, False, False, True, True, True]","a_o_n_o_i",0.6363636363636364,"62d4b9301251332fdf164c72","2022-07-18","01:36:51.759466"
429,"prioridades","[False, False, False, True, True, True, True, True, True, True, True]","",0.7272727272727273,"62d4b9301251332fdf164c72","2022-07-18","01:36:52.701975"
430,"sonoridades","[True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9301251332fdf164c72","2022-07-18","01:36:53.616584"
431,"avion","[False, False, False, False, False]","o",0.2,"62d4b9371251332fdf164c79","2022-07-18","01:36:56.259118"
432,"juego","[False, False, False, False, True]","e",0.4,"62d4b9371251332fdf164c79","2022-07-18","01:36:57.140351"
433,"exodo","[True, False, True, False, True]","",0.6,"62d4b9371251332fdf164c79","2022-07-18","01:36:58.059361"
434,"esopo","[True, True, True, True, True]","",1,"62d4b9371251332fdf164c79","2022-07-18","01:36:58.905621"
435,"cultivos","[False, False, False, False, True, False, True, False]","",0.125,"62d4b93c1251332fdf164c7f","2022-07-18","01:37:01.796636"
436,"hormigon","[True, True, True, True, True, True, True, True]","",1,"62d4b93c1251332fdf164c7f","2022-07-18","01:37:02.799374"
437,"cultivados","[False, True, False, True, False, False, False, False, False, False]","a_d_s",0.4,"62d4b9401251332fdf164c83","2022-07-18","01:37:05.602705"
438,"justamente","[False, True, True, True, False, False, False, False, False, False]","a_e_n_t",0.6,"62d4b9401251332fdf164c83","2022-07-18","01:37:06.616598"
439,"sustentaba","[True, True, True, True, True, True, True, True, False, True]","",0.9,"62d4b9401251332fdf164c83","2022-07-18","01:37:07.519293"
440,"sustentada","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9401251332fdf164c83","2022-07-18","01:37:08.416636"
441,"baht","[False, False, False, False]","h",0.25,"62d4b9461251332fdf164c89","2022-07-18","01:37:10.899280"
442,"hong","[False, False, True, False]","h",0.25,"62d4b9461251332fdf164c89","2022-07-18","01:37:11.716602"
443,"zinc","[False, True, True, False]","",0.5,"62d4b9461251332fdf164c89","2022-07-18","01:37:12.564639"
444,"dinh","[True, True, True, True]","",1,"62d4b9461251332fdf164c89","2022-07-18","01:37:13.399803"
445,"meticulosa","[False, False, True, False, False, False, False, False, False, True]","i_o",0.2,"62d4b94b1251332fdf164c8f","2022-07-18","01:37:16.256618"
446,"ortografia","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b94b1251332fdf164c8f","2022-07-18","01:37:17.302508"
447,"computadores","[False, False, False, False, False, False, False, False, False, False, False, True]","c_o_p_a_d_o_r",0.5833333333333334,"62d4b94f1251332fdf164c93","2022-07-18","01:37:20.037201"
448,"planificados","[False, False, False, False, False, False, False, False, True, True, True, True]","p_n_i_c",0.5,"62d4b94f1251332fdf164c93","2022-07-18","01:37:21.039341"
449,"incorporados","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b94f1251332fdf164c93","2022-07-18","01:37:22.022801"
450,"duracion","[False, False, False, False, False, False, False, False]","a_o",0.125,"62d4b9531251332fdf164c98","2022-07-18","01:37:24.779570"
451,"alaskeño","[False, False, False, False, False, False, False, True]","a",0.125,"62d4b9531251332fdf164c98","2022-07-18","01:37:25.816649"
452,"bogotazo","[True, True, True, True, True, True, True, True]","",1,"62d4b9531251332fdf164c98","2022-07-18","01:37:26.722297"
453,"computadores","[False, False, False, False, False, False, False, False, True, False, True, True]","c_t_d",0.3333333333333333,"62d4b9581251332fdf164c9d","2022-07-18","01:37:29.462150"
454,"distinciones","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9581251332fdf164c9d","2022-07-18","01:37:30.479322"
455,"meticulosa","[False, False, False, True, False, False, False, True, True, False]","e_a",0.3,"62d4b95c1251332fdf164ca1","2022-07-18","01:37:33.676651"
456,"abriendose","[False, False, False, True, True, True, True, True, True, True]","a_b",0.9,"62d4b95c1251332fdf164ca1","2022-07-18","01:37:34.771440"
457,"habiendose","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b95c1251332fdf164ca1","2022-07-18","01:37:35.679526"
458,"cultivos","[False, False, False, False, False, False, False, False]","i_o_s",0.125,"62d4b9611251332fdf164ca6","2022-07-18","01:37:38.499298"
459,"designar","[False, False, False, False, False, False, False, False]","s_i_g_n_a",0.375,"62d4b9611251332fdf164ca6","2022-07-18","01:37:39.476743"
460,"gymnasio","[True, True, True, True, True, True, True, True]","",1,"62d4b9611251332fdf164ca6","2022-07-18","01:37:40.379018"
461,"cultivados","[False, False, False, False, False, False, False, False, False, False]","c_t_i_a_d",0.5,"62d4b9661251332fdf164cab","2022-07-18","01:37:43.079265"
462,"impregnada","[False, False, False, False, False, False, False, True, True, True]","i_p_r",0.5,"62d4b9661251332fdf164cab","2022-07-18","01:37:44.136858"
463,"practicada","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9661251332fdf164cab","2022-07-18","01:37:45.063240"
464,"descubria","[False, False, False, False, False, False, True, True, False]","c_a",0.3333333333333333,"62d4b96a1251332fdf164cb0","2022-07-18","01:37:47.939712"
465,"contrario","[True, True, True, True, True, True, True, True, True]","",1,"62d4b96a1251332fdf164cb0","2022-07-18","01:37:48.981669"
466,"categorizando","[False, False, False, False, False, False, False, False, False, False, False, False, True]","c_a_t_e_o_a_n",0.46153846153846156,"62d4b96e1251332fdf164cb4","2022-07-18","01:37:51.603652"
467,"subcampeonato","[True, True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b96e1251332fdf164cb4","2022-07-18","01:37:52.602232"
468,"punto","[False, False, False, False, False]","",0,"62d4b9721251332fdf164cb8","2022-07-18","01:37:55.219359"
469,"sirve","[False, False, False, False, False]","i",0.2,"62d4b9721251332fdf164cb8","2022-07-18","01:37:56.138935"
470,"clima","[False, False, False, False, False]","i_m_a",0.4,"62d4b9721251332fdf164cb8","2022-07-18","01:37:56.999738"
471,"ambig","[False, False, False, True, False]","a_m",0.4,"62d4b9721251332fdf164cb8","2022-07-18","01:37:57.859674"
472,"hakim","[True, True, True, True, True]","",1,"62d4b9721251332fdf164cb8","2022-07-18","01:37:58.662774"
473,"reducia","[False, False, False, False, False, False, False]","d_u_i_a",0.42857142857142855,"62d4b9781251332fdf164cbf","2022-07-18","01:38:01.461551"
474,"antiguo","[False, False, False, False, False, False, False]","a_i_g_u",0.2857142857142857,"62d4b9781251332fdf164cbf","2022-07-18","01:38:02.322650"
475,"guiadas","[True, True, True, True, True, True, True]","",1,"62d4b9781251332fdf164cbf","2022-07-18","01:38:03.159308"
476,"descubria","[False, False, False, False, False, False, False, False, False]","d_e_b_a",0.2222222222222222,"62d4b97d1251332fdf164cc4","2022-07-18","01:38:06.156861"
477,"planteado","[False, False, False, False, False, False, False, True, True]","a_n_e",0.4444444444444444,"62d4b97d1251332fdf164cc4","2022-07-18","01:38:07.179421"
478,"bombeando","[True, True, True, True, True, True, True, True, True]","",1,"62d4b97d1251332fdf164cc4","2022-07-18","01:38:08.061992"
479,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","e_t_i_o",0.4,"62d4b9811251332fdf164cc9","2022-07-18","01:38:10.877018"
480,"expediente","[False, False, False, False, False, False, False, False, False, False]","e_i_n_t",0.4,"62d4b9811251332fdf164cc9","2022-07-18","01:38:11.899584"
481,"fiorentino","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9811251332fdf164cc9","2022-07-18","01:38:12.799530"
482,"cabo","[False, False, False, True]","",0.25,"62d4b9861251332fdf164cce","2022-07-18","01:38:15.822942"
483,"tipo","[False, False, False, True]","t",0.25,"62d4b9861251332fdf164cce","2022-07-18","01:38:16.857289"
484,"ruso","[False, False, False, True]","",0.25,"62d4b9861251332fdf164cce","2022-07-18","01:38:17.676808"
485,"dejo","[False, False, False, True]","",0.25,"62d4b9861251332fdf164cce","2022-07-18","01:38:18.519614"
486,"logo","[False, True, False, True]","",0.5,"62d4b9861251332fdf164cce","2022-07-18","01:38:19.339796"
487,"cultivos","[False, False, False, False, False, False, True, True]","c_l_t",0.375,"62d4b98d1251332fdf164cd5","2022-07-18","01:38:22.142141"
488,"mercados","[False, False, False, True, False, False, True, True]","a",0.375,"62d4b98d1251332fdf164cd5","2022-07-18","01:38:23.119849"
489,"tlacoyos","[True, True, True, True, True, True, True, True]","",1,"62d4b98d1251332fdf164cd5","2022-07-18","01:38:24.099808"
490,"ciertas","[False, False, False, False, True, False, True]","c_e_a",0.42857142857142855,"62d4b9911251332fdf164cda","2022-07-18","01:38:27.017061"
491,"adultos","[False, False, False, False, True, True, True]","a",0.5714285714285714,"62d4b9911251332fdf164cda","2022-07-18","01:38:27.939777"
492,"exactos","[True, True, True, True, True, True, True]","",1,"62d4b9911251332fdf164cda","2022-07-18","01:38:28.819569"
493,"cortas","[False, False, False, True, False, True]","o_a",0.16666666666666666,"62d4b9961251332fdf164cdf","2022-07-18","01:38:31.562066"
494,"juntos","[False, False, True, True, True, True]","",0.6666666666666666,"62d4b9961251332fdf164cdf","2022-07-18","01:38:32.522973"
495,"lentos","[False, False, True, True, True, True]","",0.6666666666666666,"62d4b9961251332fdf164cdf","2022-07-18","01:38:33.438448"
496,"tantos","[False, True, True, True, True, True]","",0.8333333333333334,"62d4b9961251332fdf164cdf","2022-07-18","01:38:34.319935"
497,"santos","[True, True, True, True, True, True]","",1,"62d4b9961251332fdf164cdf","2022-07-18","01:38:35.119495"
498,"aprovechamiento","[False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]","a_e_c_a_m_i",0.5333333333333333,"62d4b99c1251332fdf164ce6","2022-07-18","01:38:37.736865"
499,"suficientemente","[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True]","i_c_i_e_t",0.4666666666666667,"62d4b99c1251332fdf164ce6","2022-07-18","01:38:38.816797"
500,"dialecticamente","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b99c1251332fdf164ce6","2022-07-18","01:38:39.819308"
501,"cortas","[False, False, False, False, False, False]","r",0.16666666666666666,"62d4b9a11251332fdf164ceb","2022-07-18","01:38:42.581330"
502,"ludwig","[False, True, False, False, False, False]","",0.16666666666666666,"62d4b9a11251332fdf164ceb","2022-07-18","01:38:43.519523"
503,"humber","[False, True, False, False, True, True]","b",0.5,"62d4b9a11251332fdf164ceb","2022-07-18","01:38:44.521914"
504,"bunker","[True, True, True, True, True, True]","",1,"62d4b9a11251332fdf164ceb","2022-07-18","01:38:45.382685"
505,"cultivos","[False, False, False, False, False, False, False, False]","c_i_v",0.125,"62d4b9a71251332fdf164cf1","2022-07-18","01:38:48.102258"
506,"friedman","[False, False, False, True, False, False, False, False]","r_i",0.25,"62d4b9a71251332fdf164cf1","2022-07-18","01:38:49.099823"
507,"keverich","[True, True, True, True, True, True, True, True]","",1,"62d4b9a71251332fdf164cf1","2022-07-18","01:38:50.019734"
508,"punto","[False, False, False, False, False]","",0,"62d4b9ab1251332fdf164cf6","2022-07-18","01:38:52.742253"
509,"sirve","[False, False, True, True, False]","",0.4,"62d4b9ab1251332fdf164cf6","2022-07-18","01:38:53.679865"
510,"larva","[True, True, True, True, True]","",1,"62d4b9ab1251332fdf164cf6","2022-07-18","01:38:54.539803"
511,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","e_c_l_o_a",0.1,"62d4b9b01251332fdf164cfb","2022-07-18","01:38:57.382134"
512,"elaborando","[False, False, False, False, False, True, True, False, False, False]","e_l_a_o_n",0.5,"62d4b9b01251332fdf164cfb","2022-07-18","01:38:58.360061"
513,"aceleraron","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9b01251332fdf164cfb","2022-07-18","01:38:59.280374"
514,"ciertas","[False, False, False, True, True, True, False]","",0.42857142857142855,"62d4b9b51251332fdf164d00","2022-07-18","01:39:02.542984"
515,"aportan","[True, True, True, True, True, True, True]","",1,"62d4b9b51251332fdf164d00","2022-07-18","01:39:03.586210"
516,"cambio","[True, False, False, False, False, False]","o",0.3333333333333333,"62d4b9b91251332fdf164d04","2022-07-18","01:39:06.353385"
517,"choque","[True, False, False, False, False, True]","o_u",0.5,"62d4b9b91251332fdf164d04","2022-07-18","01:39:07.257004"
518,"crusoe","[True, True, True, True, True, True]","",1,"62d4b9b91251332fdf164d04","2022-07-18","01:39:08.203042"
519,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","m_i_o_a",0.2,"62d4b9be1251332fdf164d09","2022-07-18","01:39:10.944488"
520,"organizado","[False, False, False, True, True, True, True, True, True, True]","o_r",0.8,"62d4b9be1251332fdf164d09","2022-07-18","01:39:12.059735"
521,"romanizado","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9be1251332fdf164d09","2022-07-18","01:39:13.015135"
522,"cultivados","[False, False, False, False, False, False, True, True, True, True]","t",0.5,"62d4b9c21251332fdf164d0e","2022-07-18","01:39:15.922421"
523,"gobernados","[False, False, False, False, True, False, True, True, True, True]","o_e",0.5,"62d4b9c21251332fdf164d0e","2022-07-18","01:39:16.997001"
524,"exportados","[False, False, True, True, True, True, True, True, True, True]","e",0.9,"62d4b9c21251332fdf164d0e","2022-07-18","01:39:17.917185"
525,"reportados","[True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9c21251332fdf164d0e","2022-07-18","01:39:18.860416"
526,"punto","[True, False, False, False, False]","",0.2,"62d4b9c81251332fdf164d14","2022-07-18","01:39:21.641623"
527,"pesca","[True, False, False, False, True]","",0.4,"62d4b9c81251332fdf164d14","2022-07-18","01:39:22.660182"
528,"prima","[True, True, True, True, True]","",1,"62d4b9c81251332fdf164d14","2022-07-18","01:39:23.642435"
529,"ciertas","[False, False, False, False, False, True, True]","e_r",0.42857142857142855,"62d4b9cd1251332fdf164d19","2022-07-18","01:39:26.697110"
530,"bodegas","[False, False, False, True, False, True, True]","g",0.42857142857142855,"62d4b9cd1251332fdf164d19","2022-07-18","01:39:27.640202"
531,"maneras","[False, False, False, True, False, True, True]","r",0.42857142857142855,"62d4b9cd1251332fdf164d19","2022-07-18","01:39:28.622356"
532,"gruesas","[True, True, True, True, True, True, True]","",1,"62d4b9cd1251332fdf164d19","2022-07-18","01:39:29.517100"
533,"descubria","[False, False, False, False, False, False, False, False, True]","e_c_u_r",0.5555555555555556,"62d4b9d31251332fdf164d1f","2022-07-18","01:39:32.539773"
534,"conjetura","[False, False, False, False, True, False, False, True, True]","c_n_t_u",0.4444444444444444,"62d4b9d31251332fdf164d1f","2022-07-18","01:39:33.617100"
535,"encuentra","[True, True, True, True, True, True, True, True, True]","",1,"62d4b9d31251332fdf164d1f","2022-07-18","01:39:34.539952"
536,"cambridge","[False, False, False, False, False, False, False, False, False]","a_m_b_r_i",0.3333333333333333,"62d4b9d81251332fdf164d24","2022-07-18","01:39:37.297140"
537,"bronislaw","[False, False, False, False, False, False, False, False, False]","b_r_i_s_l_a",0.4444444444444444,"62d4b9d81251332fdf164d24","2022-07-18","01:39:38.262373"
538,"vislumbra","[True, True, True, True, True, True, True, True, True]","",1,"62d4b9d81251332fdf164d24","2022-07-18","01:39:39.142474"
539,"cuestionable","[False, False, False, False, False, False, False, False, False, False, False, False]","c_u_e_i_o_n_l_e",0.3333333333333333,"62d4b9dc1251332fdf164d29","2022-07-18","01:39:41.659921"
540,"enorgullecio","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9dc1251332fdf164d29","2022-07-18","01:39:42.639767"
541,"museografia","[False, False, False, False, False, False, False, False, False, False, False]","u_s_e_o_a_i_a",0.36363636363636365,"62d4b9e01251332fdf164d2d","2022-07-18","01:39:45.663556"
542,"coahuilense","[False, False, False, False, False, False, False, False, True, False, False]","c_o_a_u_i_e_s",0.36363636363636365,"62d4b9e01251332fdf164d2d","2022-07-18","01:39:46.737314"
543,"ubicaciones","[False, False, False, False, True, True, True, True, True, True, True]","u_c",0.7272727272727273,"62d4b9e01251332fdf164d2d","2022-07-18","01:39:47.704596"
544,"situaciones","[False, False, False, False, True, True, True, True, True, True, True]","s_u",0.7272727272727273,"62d4b9e01251332fdf164d2d","2022-07-18","01:39:48.640644"
545,"ocupaciones","[False, True, True, False, True, True, True, True, True, True, True]","",0.8181818181818182,"62d4b9e01251332fdf164d2d","2022-07-18","01:39:49.643556"
546,"migraciones","[True, False, False, False, True, False, False, False, False, False, True]","i_r_o_n",0.45454545454545453,"62d4b9e71251332fdf164d34","2022-07-18","01:39:52.499806"
547,"mandatarios","[True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9e71251332fdf164d34","2022-07-18","01:39:53.579789"
548,"cambridge","[False, False, False, False, False, False, False, False, False]","c_a_r_d",0.2222222222222222,"62d4b9eb1251332fdf164d38","2022-07-18","01:39:56.362468"
549,"produzcan","[False, True, False, True, True, False, False, False, False]","o_c_a",0.4444444444444444,"62d4b9eb1251332fdf164d38","2022-07-18","01:39:57.439938"
550,"traductor","[True, True, True, True, True, True, True, True, True]","",1,"62d4b9eb1251332fdf164d38","2022-07-18","01:39:58.337437"
551,"cortas","[False, False, True, False, False, False]","a",0.16666666666666666,"62d4b9f01251332fdf164d3d","2022-07-18","01:40:01.137273"
552,"margen","[False, True, True, False, True, True]","",0.6666666666666666,"62d4b9f01251332fdf164d3d","2022-07-18","01:40:02.061479"
553,"warden","[True, True, True, True, True, True]","",1,"62d4b9f01251332fdf164d3d","2022-07-18","01:40:02.939982"
554,"ciertas","[False, True, False, False, False, False, True]","a",0.42857142857142855,"62d4b9f41251332fdf164d42","2022-07-18","01:40:05.903296"
555,"ligados","[False, True, False, True, True, True, True]","",0.7142857142857143,"62d4b9f41251332fdf164d42","2022-07-18","01:40:06.902766"
556,"fijados","[True, True, True, True, True, True, True]","",1,"62d4b9f41251332fdf164d42","2022-07-18","01:40:07.799891"
557,"descubria","[False, False, False, False, False, False, False, False, False]","e_s_c_a",0.2222222222222222,"62d4b9f91251332fdf164d47","2022-07-18","01:40:10.580132"
558,"solamente","[False, False, False, True, False, True, True, False, False]","s_l_m_e",0.5555555555555556,"62d4b9f91251332fdf164d47","2022-07-18","01:40:11.622432"
559,"almacenes","[True, True, True, True, True, True, True, True, True]","",1,"62d4b9f91251332fdf164d47","2022-07-18","01:40:12.497283"
560,"computadores","[False, False, False, False, False, False, False, False, False, False, True, True]","m_u_a_r",0.3333333333333333,"62d4b9fe1251332fdf164d4c","2022-07-18","01:40:15.240295"
561,"innumerables","[True, True, True, True, True, True, True, True, True, True, True, True]","",1,"62d4b9fe1251332fdf164d4c","2022-07-18","01:40:16.241992"
562,"cultivos","[False, False, False, True, False, False, False, True]","o",0.25,"62d4ba021251332fdf164d50","2022-07-18","01:40:19.079973"
711,"lado","[False, True, False, True]","",0.5,"62d4cca1f1686d7690058599","2022-07-18","02:59:46.871552"
563,"montañas","[True, True, True, True, True, True, True, True]","",1,"62d4ba021251332fdf164d50","2022-07-18","01:40:20.140296"
564,"descubria","[False, False, False, False, False, False, False, False, True]","r_i",0.1111111111111111,"62d4ba061251332fdf164d54","2022-07-18","01:40:23.479673"
565,"formativa","[False, False, True, False, False, True, True, False, True]","a",0.4444444444444444,"62d4ba061251332fdf164d54","2022-07-18","01:40:24.520291"
566,"garantiza","[True, True, True, True, True, True, True, True, True]","",1,"62d4ba061251332fdf164d54","2022-07-18","01:40:25.477354"
567,"migraciones","[False, False, False, False, False, False, False, False, False, False, False]","i_r_a_c_o_n",0.5454545454545454,"62d4ba0b1251332fdf164d59","2022-07-18","01:40:28.243529"
